mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
337245931430978328573202033578090102922,2016-11-04 10:44:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,0.0,Black,Unknown,Female,706,5D,503,WASHINGTON,DC,264436782278461290154755789869232755633,6053857298663330144945282958526563566,38.915,-76.97399999999999,Assault,2016,11,False
75538329088133531844118670388794868899,2016-11-04 10:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,29.0,Black,Not Hispanic Or Latino,Male,108,5D,501,WASHINGTON,DC,238786520264379920810059728734232334223,170942261946572145279046757805427711078,38.906,-77.005,Failure to appear,2016,11,False
73177017222074445188274491184424519567,2016-11-04 12:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,0.0,Black,Not Hispanic Or Latino,Female,608,6D,608,WASHINGTON,DC,44020024208535554362210621899080428282,208123746071878941664230684326664892146,38.9,-76.922,Assault,2016,11,False
323202512357267450267576966044856817670,2016-11-04 12:37:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,14.0,Black,Unknown,Male,501,5D,501,WASHINGTON,DC,85216599334531020538367759604372145300,160774506702677280296455888839117766553,38.914,-77.016,Failure to appear,2016,11,False
67535261603372694452168939284848592842,2016-11-04 13:15:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,52,12.0,Black,Unknown,Male,402,1D,104,WASHINGTON,DC,220984257809995401218051781709138416533,6642457613393139526221823813944526878,38.900999999999996,-76.993,Burglary,2016,11,False
67535261603372694452168939284848592842,2016-11-04 13:15:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,12.0,Black,Unknown,Male,402,1D,104,WASHINGTON,DC,220984257809995401218051781709138416533,6642457613393139526221823813944526878,38.900999999999996,-76.993,Failure to appear,2016,11,False
298930387191674592746658361526689874516,2016-11-04 13:40:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,25,8.0,Black,Not Hispanic Or Latino,Male,605,6D,605,WASHINGTON,DC,265474488385868020849854926065661549632,168070407632313782888970910950095697480,38.875,-76.96600000000001,Burglary,2016,11,False
29612629355965986397456561469120793044,2016-11-04 13:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,5.0,Black,Not Hispanic Or Latino,Male,708,7D,707,WASHINGTON,DC,151183651707584265044982371100403180280,300479206790639494294809133873651004831,38.834,-77.006,Assault,2016,11,False
69469941337112538575385558702095649978,2016-11-04 15:38:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,22,6.0,Black,Not Hispanic Or Latino,Male,703,5D,503,WASHINGTON,DC,256472687215270165599809611347499850312,129847371024687780123473493593558120279,38.929,-76.971,Drugs,2016,11,False
34661795781108602125588705466854210836,2016-11-04 15:38:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,43,1.0,Black,Unknown,Male,504,5D,503,WASHINGTON,DC,167355996327343345079943293153910991877,129847371024687780123473493593558120279,38.929,-76.971,Drugs,2016,11,False
251880018889370765057123037733251632158,2016-11-04 16:15:00,DEFENDANT IN ARREST,Yes,Driving/Boating While Intoxicated,Driving Under The Influence - 4th Offense,50DC2201.05[B]1[C] W,81,8.0,Black,Unknown,Male,106,1D,106,WASHINGTON,DC,206978454536050255494541098336544587024,37730805301913794223420174392886097327,38.879,-76.993,Vehicle,2016,11,False
285930981829849242768980056683284431942,2016-11-04 17:09:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,25,11.0,Black,Not Hispanic Or Latino,Male,705,1D,104,WASHINGTON,DC,324119697964986363404167318155322932975,219864233373630115603033040969364548793,38.9,-76.993,Property,2016,11,False
43191435648014199661095598574375886448,2016-11-04 17:22:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,21,10.0,Black,Not Hispanic Or Latino,Male,403,4D,403,WASHINGTON,DC,42832331854184318835039234293089952897,24291327994216322711931005603161425856,38.957,-77.021,Vehicle,2016,11,False
46189893153557920376714833196214901956,2016-11-04 19:31:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,23,5.0,Black,Unknown,Male,Unknown,4D,409,,,184239995427483525019578036692181603974,33235408423962306750216526859444319027,38.934,-77.033,Burglary,2016,11,False
46189893153557920376714833196214901956,2016-11-04 19:31:00,DEFENDANT IN ARREST,,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,23,5.0,Black,Unknown,Male,Unknown,4D,409,,,184239995427483525019578036692181603974,33235408423962306750216526859444319027,38.934,-77.033,Weapons,2016,11,False
56207238260575199488079895929588355356,2016-11-04 21:00:00,DEFENDANT IN ARREST,Yes,Property Crimes,Tampering With Physical Evidence,22DC723,47,8.0,Black,Unknown,Male,502,5D,506,WASHINGTON,DC,164957286882731979724523954265782120064,101051355032767810363337362366245130288,38.91,-76.988,Obstruction of justice,2016,11,False
120618982293115674384942736224313482925,2016-11-05 01:12:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,20,5.0,Black,Not Hispanic Or Latino,Male,604,7D,703,WASHINGTON,DC,54369795487177445564322843290752478047,308376917059979554679899936646795465408,38.858000000000004,-76.987,Failure to appear,2016,11,False
120618982293115674384942736224313482925,2016-11-05 01:12:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,20,5.0,Black,Not Hispanic Or Latino,Male,604,7D,703,WASHINGTON,DC,54369795487177445564322843290752478047,308376917059979554679899936646795465408,38.858000000000004,-76.987,Failure to appear,2016,11,False
42304818230216257758643139492024525677,2016-11-05 03:05:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,22,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,3D,303,DISTRICT HEIGHTS,MD,280733059786745152830690526509828381640,34743913866664784498741508804409196072,38.918,-77.042,Assault,2016,11,False
323295636665208791324260710015508331654,2016-11-05 03:49:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),57,2.0,Black,Unknown,Male,703,7D,703,WASHINGTON,DC,77391889357849177871205889073806494150,73794189334036314754597838766488957578,38.858000000000004,-76.99,Assault,2016,11,False
262548985297468416858522185276205454463,2016-11-05 05:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,28,13.0,Black,Not Hispanic Or Latino,Male,Unknown,7D,703,,,286700550978105727196176824819243091921,177866834557773125766901233076535055163,38.851,-76.995,Failure to appear,2016,11,False
11697897678716619189456400657619635306,2016-11-05 06:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,2.0,White,Hispanic Or Latino,Male,302,3D,302,WASHINGTON,DC,32488458278385451694942134129423736598,276366607965694349063467652352945024676,38.928000000000004,-77.035,Assault,2016,11,False
186386469517968918217446908658637583852,2016-11-05 13:45:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,29,4.0,Black,Hispanic Or Latino,Male,407,3D,303,WASHINGTON,DC,229685300426984037892341996371656220747,318307454275356087809286703091802361805,38.916,-77.043,Drugs,2016,11,False
115440977428765760340365029826108961634,2016-11-05 14:40:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),45,9.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,216729274688837103747944250918209309944,179270022281812796751634666184820032937,38.849000000000004,-76.973,Assault,2016,11,False
70272865734141598856978639820848918549,2016-11-05 17:52:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),29,2.0,Black,Not Hispanic Or Latino,Male,705,7D,705,WASHINGTON,DC,17082491159566454817738299714029691306,52518178943327533144123217535670977637,38.841,-76.987,Drugs,2016,11,False
177664277321503649525729312443501691468,2016-11-05 17:52:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,30,5.0,Black,Not Hispanic Or Latino,Male,302,5D,507,WASHINGTON,DC,202327562362602216733811057382060285789,243895736827208001864091386709123352485,38.904,-76.97399999999999,Drugs,2016,11,False
177664277321503649525729312443501691468,2016-11-05 17:52:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,30,5.0,Black,Not Hispanic Or Latino,Male,302,5D,507,WASHINGTON,DC,202327562362602216733811057382060285789,243895736827208001864091386709123352485,38.904,-76.97399999999999,Drugs,2016,11,False
164716470422905154003591606650137827060,2016-11-05 18:17:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),31,8.0,Black,Not Hispanic Or Latino,Male,106,1D,106,WASHINGTON,DC,268087741844348876095633232441299368400,234114206900698138628019539758264759819,38.879,-76.99600000000001,Drugs,2016,11,False
331721324057692458687517755533476554910,2016-11-05 18:45:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,39,3.0,Black,Unknown,Male,Unknown,3D,304,WASHINGTON,DC,129299622354125197262448758985480596737,287267890441488179768729273374231318867,38.925,-77.032,Drugs,2016,11,False
28704454745918663565667008912766937368,2016-11-05 19:40:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,26,0.0,Black,Not Hispanic Or Latino,Female,605,1D,102,WASHINGTON,DC,110463768199116315591703936111108918829,183718496797057798183760162255525674659,38.902,-77.021,Theft,2016,11,False
28704454745918663565667008912766937368,2016-11-05 19:40:00,DEFENDANT IN ARREST,,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,26,0.0,Black,Not Hispanic Or Latino,Female,605,1D,102,WASHINGTON,DC,110463768199116315591703936111108918829,183718496797057798183760162255525674659,38.902,-77.021,Vehicle,2016,11,False
267056663492377191470467181846977815093,2016-11-05 20:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,24,1.0,Black,Unknown,Female,301,4D,404,WASHINGTON,DC,32111774860049069149988534258030001858,150498974096135088921331114881519839256,38.943000000000005,-77.02600000000001,Vehicle,2016,11,False
322018446796125318658729031629760587845,2016-11-05 21:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,38.0,Black,Not Hispanic Or Latino,Male,603,6D,602,WASHINGTON,DC,108642898332482884353353053334442233693,285811757788751372108334975231142960707,38.895,-76.949,Failure to appear,2016,11,False
91686240303463100743609948547731399958,2016-11-05 21:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,9.0,Black,Not Hispanic Or Latino,Male,Unknown,4D,402,,,164517687716776422544597215043673854853,51929577383371727773254249060489077697,38.961999999999996,-77.028,Failure to appear,2016,11,False
237844258687070222425069326079670282640,2016-11-05 22:15:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,55,6.0,Black,Unknown,Male,302,3D,302,WASHINGTON,DC,154791030410506379119508344512386042466,225043666500802128507055830652134409578,38.931,-77.029,Drugs,2016,11,False
237844258687070222425069326079670282640,2016-11-05 22:15:00,DEFENDANT IN ARREST,,Fraud and Financial Crimes,Identity Theft First Degree,"22DC3227.01,02,03",55,6.0,Black,Unknown,Male,302,3D,302,WASHINGTON,DC,154791030410506379119508344512386042466,225043666500802128507055830652134409578,38.931,-77.029,Fraud,2016,11,False
237844258687070222425069326079670282640,2016-11-05 22:15:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,55,6.0,Black,Unknown,Male,302,3D,302,WASHINGTON,DC,154791030410506379119508344512386042466,225043666500802128507055830652134409578,38.931,-77.029,Failure to appear,2016,11,False
325716775673893571525005433024402363639,2016-11-05 22:50:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,1.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,706,WALDORF,MD,109328000252362213846477346397287869125,317164680299545459532481374153412290125,38.833,-76.994,Weapons,2016,11,False
325716775673893571525005433024402363639,2016-11-05 22:50:00,DEFENDANT IN ARREST,,Weapon Violations,Felon In Possession,22DC4503A2,22,1.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,706,WALDORF,MD,109328000252362213846477346397287869125,317164680299545459532481374153412290125,38.833,-76.994,Weapons,2016,11,False
325716775673893571525005433024402363639,2016-11-05 22:50:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,22,1.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,706,WALDORF,MD,109328000252362213846477346397287869125,317164680299545459532481374153412290125,38.833,-76.994,Weapons,2016,11,False
329804281210538029448737124214594462077,2016-11-05 23:50:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,19,3.0,Black,Not Hispanic Or Latino,Male,507,5D,507,GREENBELT,MD,71924175438616720156251908577462286662,44203437089032397086692054635859513621,38.899,-76.975,Drugs,2016,11,False
87926133218049811812168375190160637684,2016-11-06 00:35:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),47,6.0,Black,Not Hispanic Or Latino,Male,601,6D,602,WASHINGTON,DC,272329807765255888869786810139992166845,291940697098403034882634657097252993514,38.893,-76.929,Assault,2016,11,False
135610353644705380106339571076040333077,2016-11-06 00:36:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),56,4.0,Black,Not Hispanic Or Latino,Male,604,6D,602,WASHINGTON,DC,278682566570960061600455279431379352466,291940697098403034882634657097252993514,38.893,-76.929,Assault,2016,11,False
6327732265028814607274628906681841000,2016-11-06 01:16:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,25,12.0,Black,Not Hispanic Or Latino,Male,507,3D,303,WASHINGTON,DC,287573698367292090413510404689986871635,65160706528595456398471559660375878241,38.924,-77.039,Weapons,2016,11,False
6327732265028814607274628906681841000,2016-11-06 01:16:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,25,12.0,Black,Not Hispanic Or Latino,Male,507,3D,303,WASHINGTON,DC,287573698367292090413510404689986871635,65160706528595456398471559660375878241,38.924,-77.039,Weapons,2016,11,False
102489283896000481156807547640057765456,2016-11-06 03:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,17.0,Black,Unknown,Male,506,5D,506,WASHINGTON,DC,320014879630898567235180307230351247973,134106883864699247313011266136395353543,38.907,-76.987,Failure to appear,2016,11,False
102489283896000481156807547640057765456,2016-11-06 03:00:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,17.0,Black,Unknown,Male,506,5D,506,WASHINGTON,DC,320014879630898567235180307230351247973,134106883864699247313011266136395353543,38.907,-76.987,Failure to appear,2016,11,False
102489283896000481156807547640057765456,2016-11-06 03:00:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,17.0,Black,Unknown,Male,506,5D,506,WASHINGTON,DC,320014879630898567235180307230351247973,134106883864699247313011266136395353543,38.907,-76.987,Failure to appear,2016,11,False
34140439284699035941147937680291515162,2016-11-06 04:58:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,35,18.0,Black,Unknown,Male,502,5D,502,WASHINGTON,DC,27806653118378997625536221293140699102,298069469063225315889588448829248852990,38.925,-76.99600000000001,Burglary,2016,11,False
97529883591216724973897257261039961020,2016-11-06 05:41:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),22,10.0,Black,Not Hispanic Or Latino,Female,507,6D,604,WASHINGTON,DC,302163947908906713083839254146027546335,164619580078794421862217131051241949798,38.888000000000005,-76.92699999999999,Assault,2016,11,False
224903733442507413605799832643357424537,2016-11-06 09:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),21,0.0,Black,Not Hispanic Or Latino,Female,502,5D,504,WASHINGTON,DC,302825845994854699875719801069799362090,31063046157968934615794643307426792049,38.934,-76.991,Assault,2016,11,False
199122708780418087736989977360213722688,2016-11-06 09:41:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),26,6.0,Black,Not Hispanic Or Latino,Male,707,7D,707,WASHINGTON,DC,25658336158699039786654543997201661825,330874438387777870543557747086776474826,38.849000000000004,-77.006,Assault,2016,11,False
37557726455649660896893902940049253937,2016-11-06 09:42:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,5.0,Black,Not Hispanic Or Latino,Female,707,7D,707,WASHINGTON,DC,125271120817608849205171238143331912160,330874438387777870543557747086776474826,38.849000000000004,-77.006,Assault,2016,11,False
293053045528991216614121770900556932826,2016-11-06 10:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),30,0.0,Black,Not Hispanic Or Latino,Female,Unknown,5D,501,,,56638597055150445674343389287002213221,131328117749320764970386953016362372787,38.909,-77.01100000000001,Assault,2016,11,False
